#OTU ID	N_ZJ_NB_1	N_ZJ_NB_2	N_ZJ_NB_3	N_HB_X_1	N_HB_X_2	N_HB_X_3	N_HB_Y_1	N_HB_Y_2	N_HB_Y_3	N_HN_C_1	N_HN_C_2	N_HN_C_3	N_HN_M_1	N_HN_M_2	N_HN_M_3	N_HN_Y_2	N_HN_Y_3	N_JS_W_1	N_JS_W_2	N_JS_W_3	M_ZJ_NY_1	M_ZJ_NY_2	M_ZJ_NY_3	M_JL_T_1	M_JL_T_2	M_JL_T_3	M_JS_NX_1	M_JS_NX_2	M_JS_NX_3	M_ZJ_NB_1	M_ZJ_NB_2	M_ZJ_NB_3	M_GX_G_1	M_GX_G_2	M_GX_G_3	M_USA_1	M_USA_2	M_USA_3	M_ZJ_HA_1	M_ZJ_HA_2	M_ZJ_HA_3	M_ZJ_HC_1	M_ZJ_HC_2	M_ZJ_HC_3	M_ZJ_HD_1	M_ZJ_HD_2	M_ZJ_HD_3	M_ZJ_HT_1	M_ZJ_HT_2	M_ZJ_HT_3	M_ZJ_JP_1	M_ZJ_JP_2	M_ZJ_JP_3	M_ZJ_JW_1	M_ZJ_JW_2	M_ZJ_JW_3	M_ZJ_LJ_1	M_ZJ_LJ_2	M_ZJ_LJ_3	M_ZJ_LL_1	M_ZJ_LL_2	M_ZJ_LL_3	M_ZJ_QJ_1	M_ZJ_QJ_2	M_ZJ_QJ_3	M_ZJ_SS_1	M_ZJ_SS_2	M_ZJ_SS_3	M_ZJ_TL_1	M_ZJ_TL_2	M_ZJ_TL_3	M_ZJ_TT_1	M_ZJ_TT_2	M_ZJ_TT_3	M_ZJ_WP_1	M_ZJ_WP_2	M_ZJ_WP_3	M_ZJ_WY_1	M_ZJ_WY_2	M_ZJ_WY_3	M_ZJ_ZD_1	M_ZJ_ZD_2	M_ZJ_ZD_3	N_USA_1	N_USA_2	N_USA_3	N_ZJ_LJ_1	N_ZJ_LJ_2	N_ZJ_LJ_3	kindom	phylum	class	order	family	genus
ZOTU_190	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000263281	8.01291E-05	8.01291E-05	1.1447E-05	0	1.1447E-05	0	0	0	0.000251834	6.86821E-05	0.000274728	0	0	0	0	0	0	0	2.2894E-05	3.43411E-05	1.1447E-05	1.1447E-05	1.1447E-05	0.000206046	8.01291E-05	0.000217493	0	0	0	8.01291E-05	0.000148811	0.00042354	1.1447E-05	0	0	0	0	0	1.1447E-05	2.2894E-05	0	1.1447E-05	1.1447E-05	0	0.000263281	0.03534839	0.000858526	0	0	0	0	0	0	0.000572351	0.001282066	9.15761E-05	2.2894E-05	0	4.57881E-05	0	0	0	0	0	0	0	0	0	d:Fungi	p:Basidiomycota	c:Microbotryomycetes			
ZOTU_191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43411E-05	6.86821E-05	0	0	2.2894E-05	0	0	0	1.1447E-05	2.2894E-05	3.43411E-05	4.57881E-05	0	0	0	0	0	1.1447E-05	0	1.1447E-05	1.1447E-05	0	0	0	0.000240387	3.43411E-05	0.000137364	0.001614029	3.43411E-05	0	0.002094804	2.2894E-05	5.72351E-05	0.000778397	0	0	0	0	1.1447E-05	0.000160258	6.86821E-05	0.000148811	0.028274133	0.000354858	0.000251834	0.005574698	0.00130496	0.001373642	0.000240387	0.000206046	0.000251834	1.1447E-05	0	0	4.57881E-05	3.43411E-05	2.2894E-05	0.000434987	0	0	0.000137364	8.01291E-05	0.000137364	0	0	0	0	0	0	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Hydnangiaceae	g:Laccaria
ZOTU_192	0	3.43411E-05	1.1447E-05	0.026385375	0.007795419	0.008024359	0	0	0.015751096	0	3.43411E-05	0	0	0	0	0	0	0.011252418	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57881E-05	2.2894E-05	0	2.2894E-05	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Clavariaceae	
ZOTU_193	0	0.000137364	2.2894E-05	0.000400646	6.86821E-05	6.86821E-05	0	0	0	0	0.038450532	0	0	8.01291E-05	0	0	0	0	4.57881E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	1.1447E-05	2.2894E-05	0	2.2894E-05	0	0.000251834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217493	0.000320516	9.15761E-05	0	3.43411E-05	d:Fungi					
ZOTU_194	9.15761E-05	0	0	0	0	0	0.000137364	0	0	0.011492806	0	0.025767236	0.000206046	0.000183152	0.000240387	0.000148811	0.000160258	0	0	0	0	0	0	0	0	0	0	0.000343411	0	0.00065248	0	0	0	0.000194599	0	0.000457881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	2.2894E-05	0	0	0	5.72351E-05	0	0	0	0	0	d:Fungi	p:Basidiomycota	c:Malasseziomycetes	o:Malasseziales	f:Malasseziaceae	g:Malassezia
ZOTU_195	0	3.43411E-05	2.2894E-05	0.003388317	0.011458464	0.011550041	0	0	0.01043968	0	2.2894E-05	0	0	0	0	0	0	0.011687405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43411E-05	9.15761E-05	4.57881E-05	0	5.72351E-05	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Filobasidiales	f:Piskurozymaceae	g:Solicoccozyma
ZOTU_196	0	0.000103023	0.000103023	0	9.15761E-05	3.43411E-05	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0	3.43411E-05	0	0	0	0	0	0	3.43411E-05	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.15761E-05	0.041655697	4.57881E-05	0	9.15761E-05	d:Fungi	p:Ascomycota	c:Eurotiomycetes	o:Eurotiales	f:Aspergillaceae	g:Aspergillus
ZOTU_197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019356907	0.013736421	0.011813322	0	1.1447E-05	0	0	0	0	2.2894E-05	3.43411E-05	6.86821E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57881E-05	0.000183152	0.000103023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Orbiliomycetes	o:Orbiliales	f:Orbiliaceae	g:Dactylella
ZOTU_198	0	0	0	0	0	0	0	0	0	0.000274728	0	0.000263281	0.000217493	0.000183152	0.000263281	0.032646894	0.000171705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000629586	2.2894E-05	0	1.1447E-05	0	0	0.00053801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota				
ZOTU_199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017834453	0.003422658	0.02241326	0.000377752	0.000377752	0.000343411	2.2894E-05	1.1447E-05	6.86821E-05	2.2894E-05	2.2894E-05	1.1447E-05	0	1.1447E-05	0	0	0	0	0	0	0	0	2.2894E-05	2.2894E-05	4.57881E-05	1.1447E-05	1.1447E-05	0.00022894	3.43411E-05	2.2894E-05	0.000927208	1.1447E-05	5.72351E-05	3.43411E-05	8.01291E-05	0	0	3.43411E-05	0	3.43411E-05	0	0	1.1447E-05	0.000206046	0	0.000492222	0.00065248	0.000354858	2.2894E-05	8.01291E-05	0	4.57881E-05	4.57881E-05	2.2894E-05	4.57881E-05	3.43411E-05	5.72351E-05	4.57881E-05	0.003594363	3.43411E-05	0	1.1447E-05	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Togniniales	f:Togniniaceae	g:Phaeoacremonium
ZOTU_200	0	0	0	0	0	0	0	0	0	0.000160258	0	0.000160258	0.000206046	0.000148811	0.000366305	0.031731132	8.01291E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000492222	0	0	0	0	0	0.000572351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales		
ZOTU_201	0	0	6.86821E-05	0	3.43411E-05	2.2894E-05	0	0	0	0	8.01291E-05	0	0	0	0	0	0	0	0.035451413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	4.57881E-05	0	0	4.57881E-05	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	
ZOTU_202	0	0	0	0	0	0	0	0	0	0.000194599	0	0.000297622	0.00022894	0.000263281	0.000434987	0.035497201	0.000171705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000709715	0	0	0	0	0	0.000595245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Polyporales	f:Polyporaceae	g:Daedaleopsis
ZOTU_203	0	3.43411E-05	0.016506599	0.000103023	4.57881E-05	5.72351E-05	0.000331964	0	9.15761E-05	0	0.015911354	0	0	0	0	0	0.000240387	0	0.000103023	0	0	0	0	0	1.1447E-05	0	2.2894E-05	6.86821E-05	9.15761E-05	4.57881E-05	5.72351E-05	3.43411E-05	1.1447E-05	1.1447E-05	3.43411E-05	2.2894E-05	0	0.000103023	1.1447E-05	0	0	0.000125917	2.2894E-05	4.57881E-05	3.43411E-05	5.72351E-05	0	0	1.1447E-05	0	0	1.1447E-05	0	0	0	0	0	1.1447E-05	0	0	0	1.1447E-05	0	0	0	0	0.000183152	0	0	3.43411E-05	2.2894E-05	2.2894E-05	0	2.2894E-05	0	0.000103023	0	0	1.1447E-05	2.2894E-05	0	2.2894E-05	0	0	8.01291E-05	8.01291E-05	0.000103023	0	6.86821E-05	d:Fungi	p:Ascomycota				
ZOTU_204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0.00011447	0.000125917	2.2894E-05	0	0	0	0.000171705	0.000103023	0.000148811	2.2894E-05	3.43411E-05	0	0.043120915	0.000263281	0.000171705	0.000526563	8.01291E-05	0.000251834	1.1447E-05	0	0	0.000366305	0	0	0	0	0	0	0	0	0	0	2.2894E-05	0	0	0	0.000904314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Calosphaeriales	f:Calosphaeriaceae	g:Jattaea
ZOTU_205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000286175	4.57881E-05	0.000251834	2.2894E-05	1.1447E-05	3.43411E-05	2.2894E-05	1.1447E-05	3.43411E-05	9.15761E-05	0	0.000103023	0	0	0	0	0	0	1.1447E-05	0	2.2894E-05	0.000286175	0.000240387	0.000343411	6.86821E-05	0.000274728	3.43411E-05	0.000286175	0.000263281	8.01291E-05	0.000206046	0.000606692	0.00119049	5.72351E-05	0.00011447	8.01291E-05	0.000137364	0.000206046	0.000286175	0.000194599	0.000377752	0.000950102	0.00011447	1.1447E-05	0	0	3.43411E-05	1.1447E-05	5.72351E-05	2.2894E-05	3.43411E-05	1.1447E-05	0	1.1447E-05	0.003605811	0.009867329	0.023340469	0.000137364	0.000194599	0.000171705	2.2894E-05	1.1447E-05	4.57881E-05	0	0	0	0	0	0	d:Fungi					
ZOTU_206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0	0	0	0.000251834	0.000137364	0.000320516	3.43411E-05	0	0	0.000263281	0.000217493	0.000183152	0.00011447	0.001018785	0.000515116	0.000148811	0.00011447	1.1447E-05	0	0	1.1447E-05	0.000526563	0.002712943	0.001911652	6.86821E-05	5.72351E-05	9.15761E-05	0	0	0	0.001133255	0.000103023	0.000125917	0	0	0	0.004475784	0.015178745	0.013679186	0.000148811	0.000263281	0.000217493	0.000103023	1.1447E-05	5.72351E-05	0	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Saccharomycetales_fam_Incertae_sedis	g:Candida
ZOTU_207	0	1.1447E-05	3.43411E-05	0	0.003090695	0.003388317	0.003663046	0.000183152	0	0.000217493	1.1447E-05	6.86821E-05	9.15761E-05	0.010348104	0.000125917	4.57881E-05	0	0	0	1.1447E-05	0	0	0	0.000400646	1.1447E-05	0.001259172	0	0.000171705	0	0	0	0	0	0.000103023	0	0	0	0	3.43411E-05	3.43411E-05	4.57881E-05	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	2.2894E-05	2.2894E-05	0.000400646	0	0	0	0	0	0	0	0	0	0	0	0	2.2894E-05	1.1447E-05	0.000503669	0	0	0	3.43411E-05	0	0	1.1447E-05	0	0	0	0.0113211	8.01291E-05	1.1447E-05	0	5.72351E-05	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Tremellales	f:Bulleribasidiaceae	
ZOTU_208	0	1.1447E-05	0	0	0	0	0	0	0	0	0	2.2894E-05	0	0.000297622	0	0	0	0	4.57881E-05	0.034203688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001213384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148811	1.1447E-05	0	0	0	0	d:Fungi					
ZOTU_209	0.000183152	0	0	0	0	0	0	0	0	3.43411E-05	0	9.15761E-05	1.1447E-05	0	0.000137364	0.000103023	0	0	0	0	2.2894E-05	1.1447E-05	1.1447E-05	0.006490459	0.005975343	0.005414439	0.000251834	0.000434987	0.000297622	0.007703843	0.001350748	0.007909889	4.57881E-05	2.2894E-05	2.2894E-05	0.000148811	4.57881E-05	0.000274728	2.2894E-05	0.000137364	0.000194599	0	0	2.2894E-05	6.86821E-05	4.57881E-05	2.2894E-05	0	0	1.1447E-05	0.000400646	2.2894E-05	2.2894E-05	1.1447E-05	0	0	0.000103023	0.000309069	0.000183152	0	2.2894E-05	2.2894E-05	1.1447E-05	1.1447E-05	3.43411E-05	0	0	0	6.86821E-05	2.2894E-05	0.000297622	0.00042354	0.000217493	0.000183152	3.43411E-05	2.2894E-05	0	1.1447E-05	0	0	2.2894E-05	3.43411E-05	0	4.57881E-05	0	0	0	0	0	d:Fungi	p:Ascomycota	c:Dothideomycetes			
ZOTU_210	0	0	0	0	0	0	0.000343411	0.007440561	0	0	0	0	0	0.000606692	0	0.00053801	0	0	0	0.019711764	0	0	0	0	0	1.1447E-05	1.1447E-05	0	0.000160258	2.2894E-05	0	0.000789844	1.1447E-05	4.57881E-05	0.000125917	3.43411E-05	6.86821E-05	0.003125036	0	2.2894E-05	5.72351E-05	2.2894E-05	0	1.1447E-05	0	0	1.1447E-05	0	4.57881E-05	1.1447E-05	0	0	1.1447E-05	1.1447E-05	0	0	0	0	0.000343411	0	0	0	0	0	0	0	0	0	0	0	9.15761E-05	1.1447E-05	1.1447E-05	3.43411E-05	0	0	1.1447E-05	2.2894E-05	0	0	2.2894E-05	3.43411E-05	0	0.000103023	0	0	0	0	0	d:Fungi	p:Ascomycota				
ZOTU_211	0	0	0	0	0	0	0.033058986	0.000137364	0	0.000320516	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.001133255	0	0	0	0	0	0.000515116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi					
ZOTU_212	0	0.004979453	0.017926029	0	4.57881E-05	3.43411E-05	0	0	0.000194599	0	6.86821E-05	0	0	0	0	0	0	2.2894E-05	2.2894E-05	0	0	4.57881E-05	0	0	1.1447E-05	4.57881E-05	0	0	0	4.57881E-05	2.2894E-05	3.43411E-05	0	0	0	1.1447E-05	0	1.1447E-05	2.2894E-05	2.2894E-05	0	5.72351E-05	2.2894E-05	2.2894E-05	0	1.1447E-05	0	2.2894E-05	0	2.2894E-05	0	0	0	2.2894E-05	1.1447E-05	1.1447E-05	0	0	0	0	0	0	5.72351E-05	2.2894E-05	1.1447E-05	1.1447E-05	0	0	2.2894E-05	0	4.57881E-05	2.2894E-05	0	0	1.1447E-05	1.1447E-05	0	0.000469328	0.000274728	0.00022894	0.000492222	0.000778397	0.000206046	0	0.000103023	0.000171705	3.43411E-05	0	0.007039916	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Hypocreales	f:Hypocreaceae	g:Trichoderma
ZOTU_213	0.043681819	0	0	0	0	0	0	0	0	0	0	0.000171705	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0.000560904	0	0	0	0	0	0.000366305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2894E-05	0	0	0	0.000137364	0	d:Fungi	p:Ascomycota	c:Saccharomycetes	o:Saccharomycetales	f:Saccharomycetales_fam_Incertae_sedis	g:Candida
ZOTU_214	0	0	0	0	0	0	2.2894E-05	2.2894E-05	0	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01291E-05	0.00011447	0.000194599	0	0	0	0.000927208	0.002106251	0.001350748	4.57881E-05	4.57881E-05	4.57881E-05	0.000160258	0.000251834	5.72351E-05	0.012992365	0.011870557	0.008150276	0	0	0.00011447	0.000183152	0.000148811	0.000286175	0.00011447	3.43411E-05	0	0	0	0	0	0	0	0.000354858	0.000331964	0.000240387	6.86821E-05	4.57881E-05	0.000103023	0	0	0	0.000103023	0.000480775	0.003411211	0	0.000103023	8.01291E-05	0.008218959	0.000446434	0.00042354	0.000240387	0.000217493	0.000263281	0.000400646	0.000663927	0.000297622	0	0	0	0	0	0	d:Fungi	p:Ascomycota				
ZOTU_215	0	1.1447E-05	1.1447E-05	0.005471674	0.009054591	0.009455236	0	0	0.006788081	0	3.43411E-05	0	0	0	0	0	0	0.00107602	1.1447E-05	0	0	0	0	1.1447E-05	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000263281	0.00011447	0.000366305	0	2.2894E-05	9.15761E-05	0	1.1447E-05	1.1447E-05	0	0	0	3.43411E-05	0	0	2.2894E-05	1.1447E-05	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.43411E-05	0	2.2894E-05	1.1447E-05	2.2894E-05	0	0	d:Fungi					
ZOTU_216	0	0	0	0	0	0	0	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0	0	0.000217493	4.57881E-05	9.15761E-05	0	0	0	0	1.1447E-05	0	5.72351E-05	3.43411E-05	0	0	0	0	0	0	0	6.86821E-05	3.43411E-05	9.15761E-05	0	0	0	0.000125917	4.57881E-05	0.000263281	0	0	1.1447E-05	0.000137364	0.000377752	0.000206046	0.001179043	0.002598473	0.004956559	1.1447E-05	1.1447E-05	0	2.2894E-05	0.001522453	0.000915761	0.005402992	0.000389199	0.000480775	0.007623714	0.008837097	0.002026122	0.000160258	0.000125917	0.000309069	0	0	0	0.000171705	0.000217493	4.57881E-05	0.000125917	6.86821E-05	6.86821E-05	5.72351E-05	3.43411E-05	1.1447E-05	0	0	0	0	0	0	d:Fungi					
ZOTU_217	0	0	0	0	0	0	0	0	0	0.000160258	0	0.000194599	0.028262686	0.000240387	0.000331964	0.000217493	0.000103023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001156149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01291E-05	0	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Paxillaceae	g:Paxillus
ZOTU_218	0	0	0	0	0	0	0	0	0	0.000148811	0	0.000217493	0.000137364	0.000103023	0.000125917	0.000160258	0.033173457	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000950102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Mortierellomycota	c:Mortierellomycetes	o:Mortierellales	f:Mortierellaceae	
ZOTU_219	0	0	0	0	0	0	0	0	0	0.000103023	0	0.000434987	0.000263281	0.000103023	0.000331964	0.02989961	8.01291E-05	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0.000503669	0	0	0	0	0	0.000526563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Fungi	p:Ascomycota				
ZOTU_220	0	0.000148811	6.86821E-05	0.000274728	4.57881E-05	5.72351E-05	0	0	0	0	0.035611671	0	0	0	0	0	0	0	5.72351E-05	0	0	0	0	0	1.1447E-05	2.2894E-05	0	5.72351E-05	6.86821E-05	1.1447E-05	0	3.43411E-05	0	3.43411E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	1.1447E-05	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137364	9.15761E-05	8.01291E-05	0	0.000125917	d:Fungi					
ZOTU_221	0	3.43411E-05	8.01291E-05	0	2.2894E-05	0	0	0	0	0	8.01291E-05	0	0	0	0	0	0	0	0.031112994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137364	6.86821E-05	2.2894E-05	0	2.2894E-05	d:Fungi	p:Ascomycota				
ZOTU_222	0	0	0	0.013461693	0.005116817	0.004956559	0	0	0.014972699	0	0	0	0	0	0	0	0	0.006776634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2894E-05	0	0	0	3.43411E-05	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Clavariaceae	g:Clavaria
ZOTU_223	0	4.57881E-05	3.43411E-05	0	0.014869676	0.014343113	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.72351E-05	1.1447E-05	1.1447E-05	0	0	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Glomus
ZOTU_224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2894E-05	0	0	0	0	0	0.024473723	0.007726737	0.018475486	1.1447E-05	0	3.43411E-05	0	1.1447E-05	1.1447E-05	2.2894E-05	2.2894E-05	1.1447E-05	0	2.2894E-05	0	0	0	0	2.2894E-05	4.57881E-05	8.01291E-05	1.1447E-05	1.1447E-05	0	0.000148811	0.000286175	0.000183152	0	0	0	0.000206046	0.000125917	0.000171705	0.000354858	0.002690049	5.72351E-05	1.1447E-05	0	0	4.57881E-05	2.2894E-05	0.000148811	3.43411E-05	0.000263281	0	0.000240387	0.000160258	6.86821E-05	5.72351E-05	9.15761E-05	4.57881E-05	0	0	1.1447E-05	0.000171705	0.000148811	0.000137364	0.000217493	0.000309069	0.000194599	2.2894E-05	0.000194599	0.00011447	0	0	0	0	0	0	d:Fungi	p:Basidiomycota	c:Microbotryomycetes	o:Microbotryomycetes_ord_Incertae_sedis	f:Chrysozymaceae	g:Hamamotoa
ZOTU_225	0.000160258	0.000103023	4.57881E-05	2.2894E-05	2.2894E-05	1.1447E-05	0	0	0	0	2.2894E-05	0.000480775	0	2.2894E-05	1.1447E-05	1.1447E-05	0	0	0.00011447	0.000103023	2.2894E-05	0	2.2894E-05	0	0	0	2.2894E-05	2.2894E-05	8.01291E-05	0.000480775	1.1447E-05	2.2894E-05	3.43411E-05	1.1447E-05	1.1447E-05	0.000309069	0.000103023	0.000492222	0	0	0	4.57881E-05	0	0	0	2.2894E-05	0	1.1447E-05	4.57881E-05	1.1447E-05	0	0	0	0	0	0	2.2894E-05	3.43411E-05	1.1447E-05	0	0	0	2.2894E-05	0	2.2894E-05	0.001602582	0	0	0	0	0	0	1.1447E-05	0	3.43411E-05	0	0	1.1447E-05	0	0	0	1.1447E-05	3.43411E-05	0.01347314	0.00011447	3.43411E-05	5.72351E-05	0	0.023134422	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Capnodiales		
ZOTU_226	0	8.01291E-05	2.2894E-05	0.006272966	0.011870557	0.011572935	0.001499559	1.1447E-05	0.000583798	1.1447E-05	2.2894E-05	0	0	0	0	0	0	0.01316407	3.43411E-05	0	0	0	0	0	0	0	0	6.86821E-05	0	0	0	0	0	2.2894E-05	0	0	0	0	0	0	0.000251834	0	0	3.43411E-05	0	1.1447E-05	1.1447E-05	0	0	0	0	0	0	1.1447E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1447E-05	0.000103023	3.43411E-05	0	2.2894E-05	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Paraphoma
