	N_ZJ_NY_1	N_ZJ_NY_2	N_ZJ_NY_3	N_JL_T_1	N_JL_T_2	N_JL_T_3	N_JS_NX_1	N_JS_NX_2	N_JS_NX_3	N_ZJ_NB_1	N_ZJ_NB_2	N_ZJ_NB_3	N_AH_C_1	N_AH_C_2	N_AH_C_3	N_CQ_W_1	N_CQ_W_2	N_CQ_W_3	N_GX_G_1	N_GX_G_2	N_GX_G_3	N_HB_X_1	N_HB_X_2	N_HB_X_3	N_HB_Y_1	N_HB_Y_2	N_HB_Y_3	N_HN_C_1	N_HN_C_2	N_HN_C_3	N_HN_H_1	N_HN_H_2	N_HN_H_3	N_HN_M_1	N_HN_M_2	N_HN_M_3	N_HN_Y_1	N_HN_Y_2	N_HN_Y_3	N_JL_J_1	N_JL_J_2	N_JS_W_1	N_JS_W_2	N_JS_W_3	N_SC_L_1	N_SC_L_2	N_SC_L_3	N_SN_X_1	N_SN_X_2	N_SN_X_3	N_USA_1	N_USA_2	N_USA_3	N_ZJ_HA_1	N_ZJ_HA_2	N_ZJ_HA_3	N_ZJ_HC_1	N_ZJ_HC_2	N_ZJ_HC_3	N_ZJ_HD_1	N_ZJ_HD_2	N_ZJ_HD_3	N_ZJ_HT_1	N_ZJ_HT_2	N_ZJ_HT_3	N_ZJ_J_1	N_ZJ_J_2	N_ZJ_J_3	N_ZJ_JP_1	N_ZJ_JP_2	N_ZJ_JP_3	N_ZJ_JW_1	N_ZJ_JW_2	N_ZJ_JW_3	N_ZJ_LJ_1	N_ZJ_LJ_2	N_ZJ_LJ_3	N_ZJ_LL_1	N_ZJ_LL_2	N_ZJ_LL_3	N_ZJ_QJ_1	N_ZJ_QJ_2	N_ZJ_QJ_3	N_ZJ_SS_1	N_ZJ_SS_2	N_ZJ_SS_3	N_ZJ_TL_1	N_ZJ_TL_2	N_ZJ_TL_3	N_ZJ_TT_1	N_ZJ_TT_2	N_ZJ_TT_3	N_ZJ_WP_1	N_ZJ_WP_2	N_ZJ_WP_3	N_ZJ_WY_1	N_ZJ_WY_2	N_ZJ_WY_3	N_ZJ_ZD_1	N_ZJ_ZD_2	N_ZJ_ZD_3	M_ZJ_NY_1	M_ZJ_NY_2	M_ZJ_NY_3	M_JL_T_1	M_JL_T_2	M_JL_T_3	M_JS_NX_1	M_JS_NX_2	M_JS_NX_3	M_ZJ_NB_1	M_ZJ_NB_2	M_ZJ_NB_3	M_GX_G_1	M_GX_G_2	M_GX_G_3	M_USA_1	M_USA_2	M_USA_3	M_ZJ_HA_1	M_ZJ_HA_2	M_ZJ_HA_3	M_ZJ_HC_1	M_ZJ_HC_2	M_ZJ_HC_3	M_ZJ_HD_1	M_ZJ_HD_2	M_ZJ_HD_3	M_ZJ_HT_1	M_ZJ_HT_2	M_ZJ_HT_3	M_ZJ_JP_1	M_ZJ_JP_2	M_ZJ_JP_3	M_ZJ_JW_1	M_ZJ_JW_2	M_ZJ_JW_3	M_ZJ_LJ_1	M_ZJ_LJ_2	M_ZJ_LJ_3	M_ZJ_LL_1	M_ZJ_LL_2	M_ZJ_LL_3	M_ZJ_QJ_1	M_ZJ_QJ_2	M_ZJ_QJ_3	M_ZJ_SS_1	M_ZJ_SS_2	M_ZJ_SS_3	M_ZJ_TL_1	M_ZJ_TL_2	M_ZJ_TL_3	M_ZJ_TT_1	M_ZJ_TT_2	M_ZJ_TT_3	M_ZJ_WP_1	M_ZJ_WP_2	M_ZJ_WP_3	M_ZJ_WY_1	M_ZJ_WY_2	M_ZJ_WY_3	M_ZJ_ZD_1	M_ZJ_ZD_2	M_ZJ_ZD_3
N_ZJ_NB_2	0.93094104	0.927021044	0.954043931	0.515041787	0.758311782	0.450946798	0.690659301	0.413689461	0.434839768	0.15266207	0	0.163400809	0.165330828	0.452238931	0.189930431	0.534890866	0.550396393	0.147163616	0.363078576	0.15540553	0.142548831	0.616990392	0.896597792	0.122588729	0.295617933	0.26967703	0.165908256	0.50389665	0.162780621	0.201842128	0.207804798	0.246960943	0.22532958	0.201239302	0.4358571	0.149238491	0.133505552	0.20551842	0.177519145	0.156422541	0.170215882	0.198950187	0.19045561	0.238053225	0.878016179	0.232181913	0.171474028	0.23208553	0.176035183	0.232555711	0.335522853	0.416119471	0.406170637	0.919141556	0.930606491	0.676160791	0.887450528	0.935410237	0.70053485	0.847168838	0.882874524	0.585218237	0.560656266	0.571051337	0.514262813	0.61298905	0.63412464	0.591970973	0.880520145	0.93340244	0.92969645	0.553754003	0.546035291	0.322814105	0.437376554	0.428227445	0.624504878	0.919408666	0.948345395	0.952171312	0.574783447	0.579880392	0.525741629	0.905201295	0.898780227	0.891102004	0.734581364	0.721832401	0.535907824	0.14869007	0.146600047	0.113970691	0.557151321	0.932680592	0.930298402	0.540041434	0.667893221	0.671919207	0.793698745	0.935757331	0.918485707	0.977963964	0.978954218	0.974539489	0.8490549	0.872251124	0.860853813	0.874739468	0.937575291	0.934699845	0.863288225	0.909628284	0.890285552	0.924318146	0.929775867	0.962338272	0.916398394	0.920263408	0.899930279	0.851677157	0.856038125	0.858526506	0.971502902	0.971916595	0.973041048	0.95126133	0.966405362	0.978338819	0.97230497	0.973161579	0.975181441	0.967929497	0.961441582	0.960800062	0.973777165	0.974271405	0.959850673	0.89964909	0.849869989	0.927045566	0.975275192	0.96528179	0.970712985	0.973830733	0.986406255	0.976693396	0.976371645	0.983008332	0.964947782	0.903342967	0.888801089	0.924533725	0.778019143	0.875475639	0.740882479	0.968371966	0.963060994	0.964010411	0.981121791	0.984814416	0.965375067	0.979756839	0.976505515	0.967823551
N_ZJ_NB_3	0.934406322	0.956920834	0.9537634	0.48575865	0.760974369	0.442345089	0.715180174	0.38309384	0.427120277	0.187832305	0.163400809	0	0.208821615	0.492282054	0.129235136	0.555933581	0.548844496	0.162548507	0.373900984	0.135526205	0.147391825	0.617285136	0.895714453	0.172554107	0.291778806	0.284606491	0.205532435	0.505354082	0.154165739	0.211139711	0.18537073	0.231844216	0.235710426	0.185399974	0.472699102	0.175631867	0.166602285	0.160568819	0.155686778	0.108665311	0.182296591	0.171018585	0.188878198	0.253919898	0.878257605	0.180653605	0.109148147	0.235282832	0.112836592	0.172904981	0.314104534	0.433555532	0.36516732	0.906044482	0.908546193	0.641833702	0.860239735	0.904654461	0.655317804	0.808239656	0.88708794	0.569325298	0.549619318	0.562128156	0.503466858	0.61846133	0.650728442	0.627422877	0.881188822	0.931154902	0.927449223	0.544309079	0.532389431	0.280446748	0.415491312	0.428816524	0.634859871	0.924974373	0.947970819	0.950138174	0.570850387	0.569097706	0.509446779	0.909040394	0.90476019	0.893282562	0.700039806	0.718675206	0.521112336	0.170750935	0.16696172	0.13344924	0.539907069	0.916961169	0.912653152	0.530088256	0.637565627	0.626595202	0.753644566	0.918806828	0.895141772	0.973214245	0.97350869	0.968759365	0.84890711	0.869962997	0.860225029	0.872211258	0.932624603	0.931020179	0.861775938	0.911206391	0.889495494	0.923193306	0.928892468	0.961628482	0.910390846	0.916289084	0.893026689	0.846847682	0.851462673	0.855021311	0.960091169	0.963956349	0.961883262	0.949669032	0.963448266	0.974485604	0.96497358	0.967461712	0.968813159	0.958738896	0.956973094	0.954056964	0.968478874	0.966578597	0.95257198	0.896678284	0.847689594	0.923232196	0.970833008	0.960612559	0.966592106	0.968224441	0.97915519	0.968906758	0.971554844	0.978419078	0.949442419	0.895315758	0.878204673	0.916278341	0.776613722	0.872571544	0.738073209	0.963154165	0.95821771	0.959033125	0.975729849	0.978619804	0.959180289	0.972839492	0.968892428	0.96062576
N_AH_C_1	0.947597227	0.974232852	0.939181732	0.532072231	0.784319633	0.48643822	0.739611925	0.410903822	0.458276072	0.086666224	0.165330828	0.208821615	0	0.510315515	0.18534261	0.554319308	0.522554374	0.111709587	0.422358019	0.154385605	0.131469621	0.60897721	0.889749715	0.133545482	0.299174895	0.27627132	0.095471379	0.505272973	0.20130702	0.194602188	0.234386497	0.244338139	0.260031718	0.188742494	0.479107226	0.125183339	0.131804825	0.213128256	0.183109432	0.197425979	0.216009597	0.189064983	0.204356194	0.280849882	0.889683589	0.262296937	0.206310738	0.268057562	0.209385533	0.258334693	0.32252891	0.473971193	0.421543168	0.905576682	0.918981304	0.672562053	0.881296444	0.927584144	0.697350351	0.845095174	0.890901095	0.580656007	0.55347223	0.563759317	0.508107798	0.612856951	0.650006987	0.624441143	0.891208688	0.925443104	0.923863624	0.54473747	0.544282432	0.340511887	0.463132106	0.470169802	0.675545534	0.926098347	0.943235584	0.948974336	0.570288203	0.572535768	0.523078172	0.917963739	0.909336053	0.90786498	0.728440306	0.704895675	0.528509691	0.146085055	0.162376146	0.150481457	0.551973096	0.926673866	0.921857371	0.529164377	0.667210469	0.669832222	0.789591632	0.923449751	0.911155307	0.973869876	0.974940597	0.971274839	0.822390705	0.844825572	0.827179658	0.852986041	0.911487693	0.909882544	0.83520649	0.884102311	0.860397326	0.911982128	0.914604607	0.950229089	0.890309936	0.899446396	0.869333731	0.825749895	0.831474867	0.838605623	0.953267925	0.952036458	0.955261152	0.928919052	0.943635274	0.956171001	0.950016714	0.951448271	0.964705758	0.959568251	0.944304267	0.958257321	0.952759804	0.953548055	0.939970156	0.873963188	0.823020569	0.902203245	0.973200775	0.963314378	0.96731436	0.962980227	0.973468971	0.961133709	0.970110219	0.978900639	0.967595726	0.877081445	0.861562977	0.899957164	0.752759914	0.847621875	0.705362281	0.946806324	0.946203783	0.941240478	0.974606186	0.980853907	0.947755446	0.969722394	0.962310708	0.949294504
N_AH_C_2	0.939703745	0.906379633	0.914272685	0.569489208	0.778098883	0.509314963	0.658582573	0.511573987	0.515212598	0.510409546	0.452238931	0.492282054	0.510315515	0	0.487906838	0.509115606	0.57641609	0.507466634	0.415670298	0.504550168	0.507962051	0.632187579	0.856091893	0.473835328	0.516711839	0.499131454	0.514235965	0.503935975	0.47291515	0.508083332	0.49079726	0.494169781	0.418558168	0.49683341	0.431831368	0.502075761	0.487988717	0.509086411	0.49598907	0.483267362	0.419282392	0.495427758	0.486224032	0.417917621	0.883716118	0.491510317	0.481261822	0.448617345	0.492966187	0.492659128	0.513285578	0.448187987	0.502116644	0.927021399	0.939529733	0.724307372	0.899156215	0.938928446	0.751824958	0.856533399	0.862406196	0.621057779	0.603866541	0.608896995	0.59634873	0.623155641	0.646966716	0.555275555	0.874834327	0.924961303	0.918392129	0.615906988	0.597031036	0.487454413	0.511948422	0.467748738	0.603853017	0.848935224	0.931355676	0.937188639	0.617899375	0.606555465	0.592697136	0.911890443	0.854246319	0.877537001	0.773363312	0.731384188	0.599118082	0.503308109	0.491346971	0.47685764	0.599104029	0.931369594	0.936907902	0.611518648	0.714179895	0.722675093	0.832400105	0.943369563	0.925429779	0.968760637	0.978152292	0.976252219	0.858593303	0.878391906	0.866379388	0.866525874	0.927275256	0.924786938	0.868024734	0.919421555	0.894392379	0.924960264	0.930619695	0.962552901	0.920585496	0.928116484	0.905148067	0.85634625	0.861055525	0.863637501	0.960519698	0.958445895	0.959101704	0.955436352	0.966232008	0.976546421	0.96949605	0.970833638	0.97325557	0.969575938	0.958352573	0.961951141	0.973710089	0.973589396	0.961670093	0.906606108	0.88330208	0.931221281	0.973282586	0.956493246	0.962539794	0.976586606	0.984707152	0.97792412	0.978124834	0.985831173	0.972118294	0.907061913	0.89486091	0.930112209	0.79512841	0.882137756	0.755504448	0.955569768	0.962379137	0.963769767	0.978887707	0.98121568	0.96360971	0.978071441	0.972813316	0.962686977
N_AH_C_3	0.944974853	0.965870856	0.946499087	0.504245864	0.77186428	0.455174695	0.732881671	0.398597596	0.446303194	0.176661084	0.189930431	0.129235136	0.18534261	0.487906838	0	0.566612132	0.54670426	0.176233106	0.398024868	0.15060171	0.166119839	0.61423456	0.887193668	0.188795526	0.302173696	0.292097673	0.195579104	0.507922467	0.191837145	0.24044922	0.196861454	0.196446821	0.265757394	0.151473538	0.488618177	0.166186176	0.16587885	0.140970356	0.143525724	0.137253232	0.210670797	0.140691304	0.175860854	0.267912952	0.881482315	0.190713376	0.132987024	0.242385924	0.123793531	0.189881288	0.330932843	0.447721353	0.386063706	0.907877357	0.91851297	0.649311512	0.867891959	0.916801531	0.666247303	0.819436433	0.879409081	0.582422073	0.556134552	0.568763634	0.511011246	0.607089182	0.643823754	0.623368242	0.881162276	0.918807605	0.924117965	0.547974844	0.538543622	0.291389493	0.436136325	0.447560739	0.66117628	0.916947829	0.944198544	0.94711494	0.569686206	0.57637493	0.517794709	0.902178202	0.900305921	0.893683929	0.712481192	0.714701786	0.527105309	0.215621659	0.207458795	0.179992143	0.547519178	0.922272316	0.918245161	0.536670077	0.644348053	0.63981307	0.761471063	0.924252368	0.900639999	0.978686444	0.97912826	0.975248389	0.845522954	0.866258075	0.857228897	0.870686439	0.928879555	0.927060647	0.858565771	0.907072976	0.885750122	0.921093886	0.925602143	0.961254126	0.909802504	0.916262899	0.891501963	0.844627067	0.849590124	0.852372576	0.962178704	0.961977066	0.960305298	0.943636221	0.956358504	0.966739871	0.962245033	0.964037426	0.966285718	0.960238353	0.952813299	0.957308744	0.963543094	0.962565604	0.9503389	0.89570267	0.846017513	0.922739337	0.973777118	0.964305407	0.970753263	0.968706583	0.976426389	0.967810205	0.974204677	0.980761079	0.958620199	0.89256029	0.87803122	0.914191754	0.778111901	0.869455645	0.739036491	0.961335198	0.957188087	0.956384997	0.978660416	0.98128249	0.956880155	0.973669612	0.967381742	0.959034367
N_CQ_W_1	0.945843624	0.941322356	0.901576165	0.559381347	0.765132429	0.521380977	0.592139353	0.548700375	0.530694194	0.564954042	0.534890866	0.555933581	0.554319308	0.509115606	0.566612132	0	0.240667878	0.557691085	0.432201089	0.567696244	0.563857319	0.277321865	0.840546052	0.515078768	0.564793168	0.545622553	0.565944578	0.559295391	0.534534789	0.556968413	0.560229493	0.576137897	0.44800263	0.569142575	0.478333636	0.566920773	0.551375691	0.578558589	0.570358797	0.544510955	0.456888775	0.549630818	0.543370477	0.447291767	0.868173341	0.534097481	0.53558354	0.507162455	0.557594398	0.53715266	0.555723117	0.467009626	0.530794544	0.601436416	0.618519496	0.390885458	0.590600724	0.626413218	0.420663342	0.551497455	0.852587029	0.285683891	0.277456655	0.272532407	0.265938706	0.309147226	0.327421148	0.460285108	0.858781817	0.862072511	0.914205933	0.285831355	0.270192846	0.540153237	0.537701013	0.501568868	0.579948412	0.901644052	0.893015476	0.89404558	0.291863932	0.296519127	0.27211985	0.927020002	0.910700622	0.908278809	0.44490383	0.393654319	0.271677026	0.552799803	0.532576678	0.534050261	0.275890989	0.623710264	0.618880932	0.278351922	0.383982334	0.392196336	0.513170825	0.618961187	0.605047182	0.964397424	0.964919375	0.96276555	0.750782123	0.80106857	0.782099396	0.822726712	0.883180806	0.876854096	0.771422906	0.836344107	0.800038554	0.905387445	0.908972082	0.947527623	0.874204297	0.876062194	0.723720015	0.731839995	0.724990267	0.746515045	0.770435111	0.917682195	0.881054518	0.865656453	0.854419485	0.939755722	0.939273667	0.925601963	0.958150446	0.946818209	0.93135403	0.946751576	0.911890804	0.919274066	0.885308518	0.82006426	0.742553574	0.84824774	0.963501462	0.950912505	0.956008884	0.958578187	0.970151265	0.949080224	0.963206399	0.973816899	0.958980109	0.663669186	0.603964637	0.714744454	0.541811266	0.803850419	0.382297408	0.935006436	0.933173723	0.929600758	0.971381292	0.973107798	0.938123554	0.96208291	0.956290159	0.940050539
N_CQ_W_2	0.964386122	0.983249369	0.904292312	0.578826164	0.794405974	0.57534643	0.752733786	0.527556516	0.532802037	0.538005969	0.550396393	0.548844496	0.522554374	0.57641609	0.54670426	0.240667878	0	0.531289736	0.544163072	0.534406969	0.542501279	0.125345127	0.843140429	0.53221561	0.531437276	0.527022961	0.537338203	0.529925857	0.535292793	0.532522623	0.544603712	0.571572999	0.547065081	0.555412849	0.560563449	0.542395219	0.550021015	0.551344609	0.547786836	0.539909748	0.545112998	0.542291619	0.544312167	0.545916116	0.892533404	0.537114401	0.538237769	0.547144804	0.543949753	0.527241676	0.535704567	0.550959719	0.526852688	0.446771393	0.46277082	0.236674382	0.439614263	0.472885035	0.266371833	0.404832552	0.870071452	0.133610778	0.120595087	0.136501608	0.151483523	0.156154	0.191230451	0.568710339	0.879931473	0.870633917	0.925696949	0.129920425	0.164649209	0.519667767	0.546758593	0.560082155	0.705043618	0.913269071	0.899623864	0.900947902	0.196085388	0.225649508	0.154227616	0.93659925	0.925897986	0.927850752	0.292418145	0.285235094	0.115310902	0.548967804	0.532256067	0.534503521	0.113905054	0.472069046	0.466757882	0.112861926	0.22851247	0.237061934	0.360565878	0.465073023	0.455802058	0.977427009	0.978470963	0.975527986	0.751072109	0.810537762	0.786818607	0.837132662	0.891246197	0.885025034	0.779888849	0.840343664	0.802069886	0.914817454	0.917265262	0.952302432	0.891673048	0.898120692	0.73807138	0.742232027	0.734620462	0.757442388	0.782941286	0.929454478	0.890471695	0.872946243	0.861816081	0.948812217	0.951794626	0.937414018	0.967688945	0.96390181	0.948945517	0.963688066	0.921548997	0.928945654	0.89704016	0.835246793	0.752050659	0.867540648	0.976691918	0.967527274	0.972302561	0.965654653	0.975087454	0.96293892	0.971835062	0.981990228	0.972063509	0.674648375	0.619411519	0.727758192	0.549389688	0.813225865	0.389836302	0.94980164	0.949213059	0.943286282	0.977655343	0.982311606	0.95030994	0.971607988	0.964062317	0.951728639
N_CQ_W_3	0.94696787	0.97595793	0.951809792	0.528513547	0.782112402	0.479041212	0.727156109	0.396884067	0.441633424	0.111616228	0.147163616	0.162548507	0.111709587	0.507466634	0.176233106	0.557691085	0.531289736	0	0.404861378	0.12856756	0.081543202	0.614488982	0.89873884	0.112476751	0.285796307	0.266729505	0.093733088	0.501313015	0.165119732	0.177722361	0.20294892	0.256846903	0.233196412	0.195271514	0.481715069	0.11749172	0.12488941	0.189931496	0.161450755	0.160718744	0.173776057	0.199580733	0.197253757	0.255727177	0.891381975	0.234512298	0.159917687	0.254104218	0.170576992	0.231753741	0.314062979	0.466640637	0.413918155	0.909750288	0.922191695	0.661338158	0.879690831	0.928975411	0.681939582	0.833817786	0.892063916	0.573472703	0.55155929	0.566341642	0.503948294	0.619372719	0.656923102	0.631155813	0.89186434	0.932586261	0.931596476	0.542302495	0.538168903	0.325743654	0.459400547	0.466638325	0.666300968	0.93023179	0.9527331	0.955836677	0.572950312	0.568120792	0.517071964	0.917428863	0.910700576	0.904693699	0.720654692	0.707423777	0.522128934	0.112707948	0.120664674	0.118442818	0.546889749	0.931743691	0.927797212	0.528910791	0.658661945	0.657364255	0.774274063	0.927262009	0.913282075	0.966738622	0.967849236	0.965414415	0.828664381	0.845705933	0.8372269	0.858912327	0.917841587	0.9150452	0.841814644	0.891606612	0.868771275	0.904904707	0.910456276	0.946162164	0.894978553	0.901613382	0.874296148	0.831381631	0.83873932	0.844639188	0.952290256	0.95200869	0.955875628	0.937306843	0.951046081	0.963407722	0.952463852	0.956918996	0.959702245	0.954001529	0.947353499	0.95278498	0.960317594	0.961052678	0.946483844	0.879956036	0.831648797	0.907018866	0.969039571	0.954564301	0.958095688	0.956665399	0.969522031	0.957280381	0.964450648	0.975796772	0.960036341	0.881602638	0.863354739	0.90311445	0.756064302	0.849291756	0.713469312	0.95072479	0.945628053	0.948637171	0.969293889	0.974752927	0.947447154	0.962002348	0.956985234	0.948424146
N_GX_G_1	0.9314899	0.929549907	0.948746307	0.520966882	0.756731222	0.444725284	0.560219021	0.422331517	0.441021225	0.413636743	0.363078576	0.373900984	0.422358019	0.415670298	0.398024868	0.432201089	0.544163072	0.404861378	0	0.399028621	0.400460704	0.616468871	0.893454129	0.372469628	0.421677689	0.413368988	0.422012669	0.507268745	0.373613717	0.416234247	0.392619805	0.42227815	0.284377621	0.40254809	0.376058926	0.407523253	0.393704836	0.407898027	0.408286313	0.374920574	0.298120725	0.400354618	0.391592307	0.295072148	0.881950094	0.389399029	0.372516194	0.345945432	0.384539968	0.386506468	0.426920752	0.389384095	0.414828815	0.914259062	0.924239023	0.683680452	0.884078984	0.931490838	0.71157277	0.846246607	0.887168108	0.582330148	0.565340474	0.574998455	0.542450895	0.615774325	0.642368566	0.539732705	0.88197839	0.932252305	0.925871318	0.572110008	0.554866355	0.410668054	0.443586497	0.407319773	0.539518263	0.931783573	0.948827006	0.953201569	0.58207616	0.582343008	0.54300001	0.911221185	0.902754031	0.895717371	0.736575793	0.716415139	0.544765705	0.403644331	0.369406099	0.362597791	0.564296502	0.930005055	0.924546421	0.563574634	0.677018075	0.680682684	0.801498283	0.930085021	0.915971706	0.960504833	0.961388069	0.959822435	0.835876327	0.856623939	0.84635139	0.855687842	0.918443197	0.915956032	0.848382934	0.898242027	0.878189604	0.907513382	0.912650674	0.949132486	0.890671093	0.896141054	0.875701359	0.836532184	0.841936457	0.845147153	0.954163581	0.951982456	0.956210725	0.9359554	0.948370109	0.9595149	0.951112858	0.954242906	0.957789231	0.946778008	0.938309781	0.942617634	0.956799091	0.958310062	0.942764951	0.87690475	0.841533742	0.900232056	0.963073033	0.946711784	0.951768477	0.959447981	0.972023907	0.956076755	0.961347534	0.97115447	0.95269242	0.88279366	0.86556248	0.902378262	0.761790406	0.858778375	0.724332941	0.945186597	0.940650929	0.942309388	0.968491375	0.969843473	0.94455787	0.963032839	0.95928687	0.948598172
N_GX_G_2	0.949964718	0.977710625	0.952693161	0.520861266	0.782940994	0.464446183	0.736626911	0.391732594	0.444361839	0.137917733	0.15540553	0.135526205	0.154385605	0.504550168	0.15060171	0.567696244	0.534406969	0.12856756	0.399028621	0	0.11327592	0.619103936	0.90019733	0.148381811	0.28324147	0.282785298	0.153905835	0.50354578	0.159021055	0.198442964	0.198387414	0.223643324	0.254574185	0.171767713	0.485434337	0.142682619	0.133063693	0.158587683	0.144648721	0.133200412	0.197441796	0.175046165	0.184531566	0.268730148	0.890968033	0.208599688	0.135771346	0.245435834	0.138029512	0.211419882	0.313752985	0.455964046	0.402493281	0.904185123	0.909937903	0.641110824	0.863316544	0.912801663	0.66263518	0.819596849	0.898338649	0.572494937	0.550703013	0.565967185	0.501994646	0.622181604	0.660401639	0.643411376	0.898178639	0.934285719	0.93427242	0.544215937	0.534007942	0.300900911	0.449113028	0.461515118	0.662515069	0.93213143	0.949295352	0.953161761	0.576415278	0.57143834	0.508443152	0.912800239	0.915730613	0.910219184	0.704266374	0.71662838	0.519827681	0.159209291	0.156330069	0.132556048	0.538756253	0.920453031	0.91643929	0.528268453	0.644722795	0.634875816	0.761966354	0.918780832	0.898994895	0.974323347	0.975366912	0.970778515	0.83137876	0.858964703	0.845666519	0.868422757	0.92573372	0.923004757	0.850496486	0.89978083	0.876490658	0.913747046	0.918709938	0.951245206	0.902816714	0.912474966	0.880877603	0.840009433	0.844825862	0.85047142	0.962310045	0.962830914	0.960985815	0.940088574	0.955219382	0.96767476	0.962884412	0.964664452	0.967113028	0.959526934	0.952583234	0.955794914	0.963795495	0.964343032	0.950443779	0.889547119	0.837548741	0.918108598	0.969708647	0.960704513	0.965158708	0.963567756	0.975702062	0.966109269	0.968650483	0.976906688	0.953280848	0.888545136	0.872410977	0.911528209	0.762095273	0.861372878	0.723059951	0.959834024	0.954162017	0.954215225	0.975274484	0.980839375	0.957185563	0.971674644	0.968690975	0.959687883
N_GX_G_3	0.942071596	0.972452981	0.959689572	0.52294875	0.784118704	0.476646298	0.729363285	0.392602922	0.439639642	0.110050947	0.142548831	0.147391825	0.131469621	0.507962051	0.166119839	0.563857319	0.542501279	0.081543202	0.400460704	0.11327592	0	0.621833285	0.905869045	0.121640043	0.285368989	0.265231063	0.111859633	0.505125232	0.154817544	0.176061917	0.200756512	0.243001657	0.227377069	0.181171719	0.473755229	0.116274365	0.126641925	0.177490222	0.147939229	0.160036667	0.171047255	0.189601305	0.195033513	0.253279021	0.888412527	0.226125327	0.154325535	0.254492307	0.163795656	0.22903854	0.30489749	0.456473246	0.407309378	0.91646601	0.929027709	0.663211163	0.8855103	0.936092302	0.68639466	0.840091809	0.899983709	0.582247693	0.557071201	0.571023996	0.512910739	0.626957764	0.66424099	0.635169783	0.895369505	0.939141462	0.936158532	0.551506486	0.543011154	0.319750397	0.45578884	0.467334733	0.661364977	0.937282367	0.957790133	0.960452218	0.579425254	0.575652747	0.524162143	0.921749914	0.915355828	0.909697105	0.722634447	0.717671099	0.530061973	0.120521141	0.120718936	0.113801322	0.554074173	0.936854284	0.933014157	0.536040923	0.660067006	0.657551419	0.781484369	0.933361983	0.919743397	0.965587825	0.966657982	0.962683975	0.838054675	0.855764863	0.845318586	0.86466292	0.924595878	0.921733282	0.850147371	0.900622075	0.878455605	0.914401804	0.920114305	0.953638975	0.901612791	0.907484838	0.884074475	0.83992922	0.845762159	0.852076996	0.960865038	0.960663838	0.961212821	0.945546583	0.960276272	0.972718472	0.960035239	0.964008656	0.966939276	0.958269029	0.953306051	0.953145558	0.967567386	0.967005194	0.952423345	0.890724161	0.844009174	0.91741249	0.967393982	0.949573776	0.953907926	0.963888283	0.977642036	0.965613956	0.966644025	0.974913117	0.952838404	0.889508227	0.872825448	0.911621538	0.76474527	0.857143315	0.721949483	0.957881442	0.953118669	0.956101432	0.973561481	0.976638699	0.954228746	0.969293118	0.963513469	0.956276517
N_HB_X_1	0.960800678	0.970018264	0.903021451	0.60073582	0.768087904	0.594445868	0.74374021	0.603210356	0.597994087	0.62198065	0.616990392	0.617285136	0.60897721	0.632187579	0.61423456	0.277321865	0.125345127	0.614488982	0.616468871	0.619103936	0.621833285	0	0.827393386	0.597911808	0.599398385	0.592027	0.617673319	0.599464722	0.607172584	0.610435977	0.600572766	0.636374097	0.620481665	0.630663311	0.618488421	0.620910366	0.625646701	0.62547238	0.618743353	0.599089675	0.606835802	0.609379847	0.612631986	0.61679056	0.887649454	0.58480114	0.610677141	0.617016619	0.602300062	0.58354414	0.611772631	0.604898532	0.596095448	0.419213418	0.438851822	0.228433827	0.418638058	0.446263156	0.259067613	0.378370882	0.869415107	0.177945606	0.163725178	0.169906078	0.203577498	0.14618729	0.167230665	0.567946873	0.876493119	0.873322594	0.92053295	0.177786106	0.211672092	0.588951194	0.593191615	0.609513133	0.71175867	0.906365758	0.899007784	0.896987884	0.232820088	0.266398402	0.204648472	0.93609026	0.916064565	0.919382086	0.28373668	0.296432124	0.169785326	0.621701705	0.586044381	0.605070253	0.160165357	0.443707857	0.437406995	0.16112928	0.223456201	0.232928252	0.345729837	0.436913158	0.428256802	0.982993843	0.983368708	0.980947011	0.765362322	0.821362034	0.80011909	0.843930198	0.901602432	0.894338113	0.789523421	0.850605246	0.812827886	0.920371585	0.92612389	0.959822641	0.9015752	0.905012077	0.752561134	0.750234121	0.74222139	0.764186922	0.788521306	0.934846658	0.894607053	0.880787136	0.86940288	0.953629374	0.957549081	0.941321815	0.971181168	0.969427501	0.955046456	0.969602295	0.926860655	0.93408402	0.902727002	0.830388578	0.763890544	0.873402018	0.979060284	0.973361166	0.978458116	0.972278173	0.980064631	0.969160998	0.977615143	0.987047636	0.977161015	0.684174574	0.630784255	0.735277653	0.563908477	0.823596266	0.411872565	0.956090657	0.956291763	0.950324408	0.981549385	0.985991034	0.956170849	0.976706007	0.969187437	0.957977423
